Border,Date,Measure,Value,Average
US-Canada Border,12/01/2011 12:00:00 AM,Rail Containers Empty,52520,36622.0
US-Mexico Border,12/01/2011 12:00:00 AM,Rail Containers Empty,34119,27623.0
US-Mexico Border,12/01/2011 12:00:00 AM,Rail Containers Full,28990,22922.0
US-Canada Border,12/01/2011 12:00:00 AM,Pedestrians,23785,51133.0
US-Mexico Border,12/01/2011 12:00:00 AM,Buses,19293,21152.0
US-Canada Border,12/01/2011 12:00:00 AM,Train Passengers,15839,20313.0
US-Canada Border,12/01/2011 12:00:00 AM,Buses,7156,12620.0
US-Canada Border,12/01/2011 12:00:00 AM,Trains,2314,2617.0
US-Mexico Border,12/01/2011 12:00:00 AM,Trains,699,671.0
US-Mexico Border,12/01/2011 12:00:00 AM,Train Passengers,295,1159.0
US-Mexico Border,11/01/2011 12:00:00 AM,Personal Vehicle Passengers,8993331,15433131.0
US-Mexico Border,11/01/2011 12:00:00 AM,Personal Vehicles,4954191,6802065.0
US-Canada Border,11/01/2011 12:00:00 AM,Personal Vehicle Passengers,4444581,5959833.0
US-Mexico Border,11/01/2011 12:00:00 AM,Pedestrians,3403621,3772990.0
US-Canada Border,11/01/2011 12:00:00 AM,Personal Vehicles,2441758,2726496.0
US-Canada Border,11/01/2011 12:00:00 AM,Trucks,464071,524260.0
US-Mexico Border,11/01/2011 12:00:00 AM,Trucks,409868,366030.0
US-Canada Border,11/01/2011 12:00:00 AM,Truck Containers Full,338702,390658.0
US-Mexico Border,11/01/2011 12:00:00 AM,Truck Containers Full,264292,217055.0
US-Mexico Border,11/01/2011 12:00:00 AM,Bus Passengers,210661,264114.0
US-Canada Border,11/01/2011 12:00:00 AM,Bus Passengers,168430,310861.0
US-Mexico Border,11/01/2011 12:00:00 AM,Truck Containers Empty,130824,141857.0
US-Canada Border,11/01/2011 12:00:00 AM,Rail Containers Full,111451,97484.0
US-Canada Border,11/01/2011 12:00:00 AM,Truck Containers Empty,92690,74549.0
US-Canada Border,11/01/2011 12:00:00 AM,Rail Containers Empty,55947,36520.0
US-Mexico Border,11/01/2011 12:00:00 AM,Rail Containers Empty,37184,27573.0
US-Mexico Border,11/01/2011 12:00:00 AM,Rail Containers Full,29207,22889.0
US-Canada Border,11/01/2011 12:00:00 AM,Pedestrians,24448,51274.0
US-Mexico Border,11/01/2011 12:00:00 AM,Buses,16867,21175.0
US-Canada Border,11/01/2011 12:00:00 AM,Train Passengers,12523,20354.0
US-Canada Border,11/01/2011 12:00:00 AM,Buses,7808,12645.0
US-Canada Border,11/01/2011 12:00:00 AM,Trains,2289,2619.0
US-Mexico Border,11/01/2011 12:00:00 AM,Trains,720,671.0
US-Mexico Border,11/01/2011 12:00:00 AM,Train Passengers,282,1163.0
US-Mexico Border,10/01/2011 12:00:00 AM,Personal Vehicle Passengers,9261973,15465782.0
US-Mexico Border,10/01/2011 12:00:00 AM,Personal Vehicles,5153249,6810789.0
US-Canada Border,10/01/2011 12:00:00 AM,Personal Vehicle Passengers,4879497,5965549.0
US-Mexico Border,10/01/2011 12:00:00 AM,Pedestrians,3312589,3775426.0
US-Canada Border,10/01/2011 12:00:00 AM,Personal Vehicles,2684788,2726717.0
US-Canada Border,10/01/2011 12:00:00 AM,Trucks,472396,524534.0
US-Mexico Border,10/01/2011 12:00:00 AM,Trucks,412429,365784.0
US-Canada Border,10/01/2011 12:00:00 AM,Truck Containers Full,348741,390879.0
US-Mexico Border,10/01/2011 12:00:00 AM,Truck Containers Full,266458,216793.0
US-Mexico Border,10/01/2011 12:00:00 AM,Bus Passengers,208042,264410.0
US-Canada Border,10/01/2011 12:00:00 AM,Bus Passengers,207912,311406.0
US-Mexico Border,10/01/2011 12:00:00 AM,Truck Containers Empty,121573,141964.0
US-Canada Border,10/01/2011 12:00:00 AM,Rail Containers Full,116170,97385.0
US-Canada Border,10/01/2011 12:00:00 AM,Truck Containers Empty,99257,74418.0
US-Canada Border,10/01/2011 12:00:00 AM,Rail Containers Empty,57794,36407.0
US-Canada Border,10/01/2011 12:00:00 AM,Pedestrians,45801,51303.0
US-Mexico Border,10/01/2011 12:00:00 AM,Rail Containers Empty,37551,27520.0
US-Mexico Border,10/01/2011 12:00:00 AM,Rail Containers Full,31653,22843.0
US-Mexico Border,10/01/2011 12:00:00 AM,Buses,16151,21201.0
US-Canada Border,10/01/2011 12:00:00 AM,Train Passengers,15841,20378.0
US-Canada Border,10/01/2011 12:00:00 AM,Buses,9173,12663.0
US-Canada Border,10/01/2011 12:00:00 AM,Trains,2317,2621.0
US-Mexico Border,10/01/2011 12:00:00 AM,Trains,752,670.0
US-Mexico Border,10/01/2011 12:00:00 AM,Train Passengers,320,1168.0
US-Mexico Border,09/01/2011 12:00:00 AM,Personal Vehicle Passengers,8707267,15501732.0
US-Canada Border,09/01/2011 12:00:00 AM,Personal Vehicle Passengers,5200159,5969620.0
US-Mexico Border,09/01/2011 12:00:00 AM,Personal Vehicles,4941668,6820731.0
US-Mexico Border,09/01/2011 12:00:00 AM,Pedestrians,3084806,3779100.0
US-Canada Border,09/01/2011 12:00:00 AM,Personal Vehicles,2836400,2726133.0
US-Canada Border,09/01/2011 12:00:00 AM,Trucks,467016,524840.0
US-Mexico Border,09/01/2011 12:00:00 AM,Trucks,399902,365603.0
US-Canada Border,09/01/2011 12:00:00 AM,Truck Containers Full,345284,391122.0
US-Mexico Border,09/01/2011 12:00:00 AM,Truck Containers Full,268207,216520.0
